Reason,Category,Transaction_ID,Date,Time
Paid for an Uber ride to office,Transportation & Travel,TX5PLMZ73WL,30-05-2024,13:50:11
Paid for an Ola auto ride home,Transportation & Travel,UQ7YTRX91PL,19-08-2024,03:19:10
Booked Indigo flight to Mumbai,Transportation & Travel,V9PLMZ62XT,04-08-2024,11:36:36
Purchased Delhi Metro Card recharge,Transportation & Travel,WQ3YTRX51VP,06-05-2024,06:49:12
Paid Chennai suburban train ticket,Transportation & Travel,X7PLMZ83WL,24-05-2024,20:10:03
Bought FASTag recharge for car,Transportation & Travel,YQ5YTRX72PL,20-11-2024,01:55:57
Paid for bike rental (Bounce),Transportation & Travel,Z9PLMZ61WX,20-12-2024,10:42:29
Hired a driver for outstation travel,Transportation & Travel,A3YTRX92PL,30-08-2024,18:18:20
Paid for Bangalore BMTC bus ticket,Transportation & Travel,B7PLMZ52TW,02-11-2024,05:04:01
Bought petrol at Indian Oil pump,Transportation & Travel,CQ9YTRX73VP,16-04-2024,02:01:41
Paid toll tax at NH48,Transportation & Travel,D5PLMZ62PL,24-06-2024,10:05:18
Booked Goa vacation package,Transportation & Travel,E7YTRX51WP,26-06-2024,16:16:35
Purchased train ticket to Jaipur (IRCTC),Transportation & Travel,F3PLMZ82XL,08-04-2024,10:58:21
Auto fare to Bangalore airport,Transportation & Travel,GQ9YTRX63PL,22-09-2024,04:56:59
Paid for Chennai MTC bus pass,Transportation & Travel,H7PLMZ91TW,15-06-2024,23:32:10
Recharged Mumbai BEST bus card,Transportation & Travel,IQ5YTRX82LP,17-01-2025,10:54:28
Paid for Hyderabad Metro ride,Transportation & Travel,JX9PLMZ71WP,21-12-2024,18:54:13
Purchased helmet for bike safety,Transportation & Travel,KQ7YTRX63VL,12-03-2024,20:34:01
Took a rickshaw ride in Delhi,Transportation & Travel,L3PLMZ52XL,24-11-2024,21:52:06
Prepaid auto fare in Kochi,Transportation & Travel,MQ9YTRX82PL,19-09-2024,05:19:15
Flight Delhi to Kolkata (Air India),Transportation & Travel,N5PLMZ71TW,29-07-2024,14:03:36
Rented a Zoomcar for weekend trip,Transportation & Travel,OQ7YTRX92PL,19-12-2024,07:28:24
Paid for diesel refill for SUV,Transportation & Travel,P3PLMZ63VP,05-02-2025,01:50:12
Bought flight tickets for Diwali trip,Transportation & Travel,QQ9YTRX81WL,27-06-2024,10:10:12
Hired a cab for corporate meeting,Transportation & Travel,RQ5PLMZ52WP,04-09-2024,07:39:31
Paid for Kerala backwaters boat ride,Transportation & Travel,SQ7YTRX71PL,14-05-2024,15:01:49
Took a Himalayan trek package,Transportation & Travel,T3PLMZ92XL,12-08-2024,20:45:11
Monthly bus pass renewal,Transportation & Travel,UQ9YTRX83WP,13-11-2024,22:16:24
Paid for Haridwar Ganga boat ride,Transportation & Travel,V7PLMZ61TW,22-04-2024,11:51:31
Paid for an Uber ride to office,Transportation & Travel,TX5PLMZ73WL,13-07-2024,11:24:22
Paid for an Ola auto ride home,Transportation & Travel,UQ7YTRX91PL,29-01-2025,18:59:02
Booked Indigo flight to Mumbai,Transportation & Travel,V9PLMZ62XT,15-03-2024,05:13:43
Purchased Delhi Metro Card recharge,Transportation & Travel,WQ3YTRX51VP,29-03-2024,01:53:14
Paid Chennai suburban train ticket,Transportation & Travel,X7PLMZ83WL,15-05-2024,02:02:34
Bought FASTag recharge for car,Transportation & Travel,YQ5YTRX72PL,13-06-2024,19:17:02
Paid for bike rental (Bounce),Transportation & Travel,Z9PLMZ61WX,28-07-2024,23:47:37
Hired a driver for outstation travel,Transportation & Travel,A3YTRX92PL,20-01-2025,04:18:27
Paid for Bangalore BMTC bus ticket,Transportation & Travel,B7PLMZ52TW,25-09-2024,19:24:59
Bought petrol at Indian Oil pump,Transportation & Travel,CQ9YTRX73VP,19-06-2024,12:39:29
Paid toll tax at NH48,Transportation & Travel,D5PLMZ62PL,08-02-2025,06:41:26
Booked Goa vacation package,Transportation & Travel,E7YTRX51WP,15-07-2024,17:03:52
Purchased train ticket to Jaipur (IRCTC),Transportation & Travel,F3PLMZ82XL,24-01-2025,05:13:13
Auto fare to Bangalore airport,Transportation & Travel,GQ9YTRX63PL,23-03-2024,02:27:58
Paid for Chennai MTC bus pass,Transportation & Travel,H7PLMZ91TW,15-10-2024,22:54:30
Recharged Mumbai BEST bus card,Transportation & Travel,IQ5YTRX82LP,07-02-2025,03:31:19
Paid for Hyderabad Metro ride,Transportation & Travel,JX9PLMZ71WP,22-08-2024,20:41:40
Purchased helmet for bike safety,Transportation & Travel,KQ7YTRX63VL,10-08-2024,04:58:47
Took a rickshaw ride in Delhi,Transportation & Travel,L3PLMZ52XL,17-04-2024,16:14:13
Prepaid auto fare in Kochi,Transportation & Travel,MQ9YTRX82PL,21-12-2024,16:51:08
Flight Delhi to Kolkata (Air India),Transportation & Travel,N5PLMZ71TW,21-10-2024,19:01:34
Rented a Zoomcar for weekend trip,Transportation & Travel,OQ7YTRX92PL,21-10-2024,19:02:53
Paid for diesel refill for SUV,Transportation & Travel,P3PLMZ63VP,13-07-2024,19:39:59
Bought flight tickets for Diwali trip,Transportation & Travel,QQ9YTRX81WL,04-01-2025,01:40:24
Hired a cab for corporate meeting,Transportation & Travel,RQ5PLMZ52WP,16-09-2024,22:29:38
Paid for Kerala backwaters boat ride,Transportation & Travel,SQ7YTRX71PL,02-04-2024,18:42:01
Took a Himalayan trek package,Transportation & Travel,T3PLMZ92XL,16-02-2024,14:12:08
Monthly bus pass renewal,Transportation & Travel,UQ9YTRX83WP,20-04-2024,09:26:15
Paid for Haridwar Ganga boat ride,Transportation & Travel,V7PLMZ61TW,03-01-2025,00:57:38
Booked a bike tour in Ladakh,Transportation & Travel,WX9YTRX82PL,30-04-2024,09:44:23
Bought AC chair car ticket to Lucknow,Transportation & Travel,X5PLMZ73WP,09-07-2024,03:08:36
Paid for ferry ride in Mumbai,Transportation & Travel,YQ7YTRX63WL,18-08-2024,13:46:48
Pre-booked Ganga river rafting adventure,Transportation & Travel,Z3PLMZ92XL,09-09-2024,16:47:39
Took a Shatabdi Express train to Delhi,Transportation & Travel,A9YTRX81PL,15-01-2025,21:29:35
Paid for roadside car assistance service,Transportation & Travel,BQ5PLMZ71WP,10-02-2024,10:25:34
Purchased flight tickets to Andaman,Transportation & Travel,CQ7YTRX92PL,01-04-2024,11:40:14
Hired a tempo traveler for family trip,Transportation & Travel,D3PLMZ52XL,25-02-2024,00:21:55
Paid school tuition fees,Education & Learning,TX9PLMZ83WL,21-06-2024,13:51:57
Purchased NCERT textbooks for Class 10,Education & Learning,UQ5YTRX92PL,24-03-2024,00:13:07
Enrolled in BYJUS online coaching,Education & Learning,V7PLMZ61XT,08-03-2024,11:25:26
Paid for UPSC coaching classes,Education & Learning,WQ3YTRX72VP,05-02-2025,17:48:35
Bought engineering entrance exam form (JEE),Education & Learning,X9PLMZ71WL,14-03-2024,12:19:21
Subscribed to Unacademy Plus,Education & Learning,YQ7YTRX83PL,29-11-2024,19:26:40
Paid for IGNOU distance learning course,Education & Learning,Z5PLMZ63WX,02-02-2025,21:39:35
Purchased kindergarten books for kids,Education & Learning,A3YTRX51PL,24-11-2024,13:25:41
Paid for CUET exam registration,Education & Learning,B7PLMZ91TW,21-07-2024,19:47:52
Bought CBSE guidebooks for Class 12,Education & Learning,CQ9YTRX72VP,02-08-2024,17:30:19
Subscribed to Udemy online course,Education & Learning,D5PLMZ62PL,28-04-2024,18:14:52
Paid for spoken English coaching,Education & Learning,E7YTRX82WP,29-04-2024,01:26:31
Bought MBA entrance test books (CAT/XAT),Education & Learning,F3PLMZ91XL,26-03-2024,10:47:27
Purchased stationery for school,Education & Learning,GQ9YTRX63PL,28-04-2024,03:26:57
Paid for GATE exam application,Education & Learning,H7PLMZ71TW,09-01-2025,12:13:15
Enrolled in spoken Hindi language class,Education & Learning,IQ5YTRX72LP,14-03-2024,04:59:16
Paid for computer programming course (Python),Education & Learning,JX9PLMZ51WP,17-12-2024,23:28:59
Purchased dictionary & thesaurus,Education & Learning,KQ7YTRX63VL,14-12-2024,04:02:52
Subscribed to Coursera AI specialization,Education & Learning,L3PLMZ81XL,16-08-2024,00:31:57
Paid for childs Montessori school fee,Education & Learning,MQ9YTRX72PL,09-09-2024,13:19:09
Registered for IIT coaching institute,Education & Learning,N5PLMZ91TW,13-04-2024,04:55:01
Purchased law entrance exam materials (CLAT),Education & Learning,OQ7YTRX82PL,27-03-2024,23:33:27
Bought graphing calculator for engineering,Education & Learning,P3PLMZ71VP,22-04-2024,04:11:26
Paid for music school piano classes,Education & Learning,QQ9YTRX83WL,05-12-2024,04:39:57
Registered for IELTS exam,Education & Learning,RQ5PLMZ51WP,20-05-2024,21:58:07
Subscribed to Tata Sky Classroom,Education & Learning,SQ7YTRX81PL,03-03-2024,09:45:20
Paid university semester fees,Education & Learning,T3PLMZ92XL,13-10-2024,23:58:29
Ordered art supplies for school project,Education & Learning,UQ9YTRX72WP,28-11-2024,10:13:51
Bought handwriting improvement books,Education & Learning,V7PLMZ71TW,22-02-2024,01:27:36
Registered for online coding bootcamp,Education & Learning,WX9YTRX82PL,14-05-2024,05:07:02
Paid for fine arts workshop in Delhi,Education & Learning,X5PLMZ53WP,21-05-2024,08:37:16
Took a data science certification course,Education & Learning,YQ7YTRX62WL,02-11-2024,00:31:50
Paid for civil services preparation books,Education & Learning,Z3PLMZ92XL,11-12-2024,20:32:54
Bought maths tuition books for IIT JEE,Education & Learning,A9YTRX71PL,16-11-2024,06:54:50
Paid for chemistry lab equipment,Education & Learning,BQ5PLMZ81WP,27-02-2024,15:57:44
Purchased GRE preparation material,Education & Learning,CQ7YTRX52PL,13-05-2024,11:52:57
Registered for stock market investing class,Education & Learning,D3PLMZ92XL,23-02-2024,22:46:45
Paid for handwriting improvement classes,Education & Learning,E3PLMZ91WL,01-04-2024,12:20:12
Purchased history books for UPSC preparation,Education & Learning,FQ7YTRX61PL,11-08-2024,21:19:58
Registered for AI & ML specialization course,Education & Learning,G5PLMZ82TW,27-09-2024,03:17:24
Bought accounting books for CA exams,Education & Learning,HQ9YTRX53WP,20-03-2024,21:37:20
Subscribed to PhysicsWallah Plus,Education & Learning,I7PLMZ71XL,15-07-2024,01:22:53
Purchased medical entrance exam books (NEET),Education & Learning,JX5YTRX92PL,23-08-2024,15:40:29
Paid for ethical hacking online course,Education & Learning,KQ3PLMZ61WP,22-06-2024,17:36:42
Bought online coding competition registration,Education & Learning,L9YTRX71PL,13-12-2024,20:25:54
Paid for driving license theory classes,Education & Learning,MQ7PLMZ82XL,26-07-2024,15:18:54
Purchased advanced mathematics reference books,Education & Learning,NQ5YTRX91PL,11-12-2024,00:51:25
Enrolled in Shankar IAS Academy coaching,Education & Learning,O9PLMZ71WL,25-06-2024,20:04:04
Bought yoga instructor training material,Education & Learning,PQ7YTRX62PL,31-03-2024,22:35:51
Registered for foreign language (French) course,Education & Learning,QX5PLMZ81WP,10-10-2024,00:02:26
Subscribed to Vedantu Pro for IIT prep,Education & Learning,RQ9YTRX92XL,27-10-2024,13:58:12
Bought geography atlas for competitive exams,Education & Learning,S7PLMZ71TW,31-01-2025,12:35:05
Registered for data analytics training,Education & Learning,TX3YTRX81PL,19-07-2024,17:42:46
Purchased child development psychology books,Education & Learning,UQ9PLMZ92WL,05-11-2024,15:17:31
Paid for science Olympiad registration,Education & Learning,V5YTRX61PL,23-09-2024,04:36:32
Subscribed to Wiley Digital Learning,Education & Learning,WX9PLMZ72XL,11-06-2024,17:41:10
Bought anatomy textbooks for MBBS studies,Education & Learning,XQ7YTRX91PL,22-10-2024,09:21:59
Enrolled in Indian Classical Music classes,Education & Learning,Y5PLMZ71WP,18-01-2025,06:25:56
Paid for digital marketing online workshop,Education & Learning,ZQ9YTRX82XL,27-06-2024,15:27:38
Registered for NPTEL certification course,Education & Learning,A7PLMZ61PL,06-07-2024,18:14:45
Purchased aviation studies material (DGCA),Education & Learning,BQ5YTRX92WL,07-10-2024,20:07:35
Enrolled in animation & VFX training course,Education & Learning,CQ9PLMZ71WP,15-08-2024,18:33:56
Bought statistics guide for M.Sc students,Education & Learning,D7YTRX61PL,28-12-2024,05:06:03
Paid for GMAT exam fees,Education & Learning,EQ5PLMZ82XL,18-07-2024,10:28:41
Subscribed to AIIMS & JIPMER exam series,Education & Learning,FQ9YTRX92PL,17-06-2024,20:32:22
Registered for Yoga & Wellness certification,Education & Learning,G7PLMZ71TW,15-12-2024,19:39:50
Bought electronic circuits guide for B.Tech,Education & Learning,H3YTRX61PL,13-09-2024,03:53:49
Paid for online Abacus training,Education & Learning,I8PLMZ92XL,01-10-2024,09:29:00
Purchased NCERT guidebooks for school,Education & Learning,JQ6YTRX71PL,05-03-2024,23:23:10
Subscribed to Unacademy Plus for Banking,Education & Learning,K7PLMZ61WP,21-07-2024,06:46:22
Paid for Python programming crash course,Education & Learning,LQ9YTRX82XL,06-02-2025,01:00:55
Registered for Chartered Accountancy (CFA) exam,Education & Learning,M3PLMZ91WL,14-10-2024,13:44:40
Purchased Shankar IAS Environment textbook,Education & Learning,NQ8YTRX72PL,07-03-2024,06:36:15
Bought Indian Constitution law reference book,Education & Learning,O5PLMZ61TW,08-01-2025,22:34:14
Enrolled in digital painting & design course,Education & Learning,PQ9YTRX82WP,23-02-2024,14:03:38
Paid for robotics & automation workshop,Education & Learning,Q7PLMZ71XL,19-07-2024,09:03:14
Purchased scientific calculator for engineering,Education & Learning,RX6YTRX91PL,02-11-2024,11:20:59
Registered for foreign exchange trading course,Education & Learning,S9PLMZ82WL,13-09-2024,04:56:39
Enrolled in cosmetology & beauty therapy course,Education & Learning,TQ7YTRX61PL,02-12-2024,22:04:36
Subscribed to BYJUS premium for JEE Advanced,Education & Learning,U5PLMZ92XL,09-12-2024,02:03:12
Paid for archeology & ancient history course,Education & Learning,VQ9YTRX72PL,20-12-2024,22:40:11
Bought technical writing guide for professionals,Education & Learning,W7PLMZ61WP,21-11-2024,09:24:10
Registered for graphic design & UI/UX training,Education & Learning,XQ6YTRX91WL,10-11-2024,06:54:33
Purchased data science & AI bootcamp package,Education & Learning,Y9PLMZ82XL,24-04-2024,14:43:51
Enrolled in scriptwriting & filmmaking workshop,Education & Learning,ZQ7YTRX71PL,30-01-2025,10:35:54
Paid for quantitative aptitude coaching,Education & Learning,A5PLMZ92WP,23-12-2024,07:09:38
Paid income tax for FY 2024-25,Financial & Legal,F1PLMZ92XL,26-12-2024,00:01:02
Renewed life insurance premium (LIC),Financial & Legal,GQ8YTRX71PL,02-04-2024,00:35:34
Paid home loan EMI (HDFC Bank),Financial & Legal,H5PLMZ61WP,07-01-2025,13:47:05
Transferred mutual fund SIP installment,Financial & Legal,I9YTRX82XL,11-08-2024,20:13:48
Paid credit card bill (ICICI Bank),Financial & Legal,J7PLMZ91WL,14-06-2024,17:15:55
Paid rental agreement stamp duty,Financial & Legal,KQ6YTRX72PL,02-04-2024,15:20:39
Paid corporate GST for March 2025,Financial & Legal,L5PLMZ61TW,28-03-2024,13:48:31
Purchased gold coins from Tanishq,Financial & Legal,MQ9YTRX91PL,02-06-2024,16:26:51
Deposited fixed deposit in SBI,Financial & Legal,N7PLMZ82WL,01-11-2024,14:36:47
Paid court fees for property dispute,Financial & Legal,OQ6YTRX61PL,24-06-2024,21:01:15
Paid mutual fund exit load charges,Financial & Legal,P9PLMZ92XL,27-08-2024,23:05:33
Bought sovereign gold bonds (SGB),Financial & Legal,QQ8YTRX72PL,07-05-2024,03:09:08
Paid health insurance renewal (Star Health),Financial & Legal,R5PLMZ61WP,22-10-2024,01:06:52
Paid TDS for contract workers,Financial & Legal,SQ9YTRX82WL,13-05-2024,01:28:16
Transferred funds to PPF account,Financial & Legal,T7PLMZ71XL,11-08-2024,00:41:24
Paid loan processing fee (Axis Bank),Financial & Legal,UQ6YTRX91PL,15-06-2024,01:39:52
Deposited cheque in savings account,Financial & Legal,V9PLMZ82WL,04-05-2024,23:07:34
Paid legal fees for property registration,Financial & Legal,WQ7YTRX61PL,03-01-2025,12:40:12
Transferred funds to NPS account,Financial & Legal,X5PLMZ92WP,17-02-2024,15:24:41
Paid late penalty for tax filing,Financial & Legal,YQ9YTRX72PL,09-01-2025,10:47:41
Paid stamp duty for home purchase,Financial & Legal,Z7PLMZ61XL,30-07-2024,07:39:23
Bought stocks via Zerodha,Financial & Legal,A5PLMZ91WL,23-08-2024,00:45:45
Paid lawyer consultation fee,Financial & Legal,BQ9YTRX82XL,20-11-2024,13:30:39
Paid gold loan EMI (Muthoot Finance),Financial & Legal,C7PLMZ71PL,16-04-2024,08:30:31
Paid land registration charges,Financial & Legal,DQ6YTRX92WP,09-07-2024,15:06:05
Paid notary fees for affidavit,Financial & Legal,E9PLMZ82WL,18-03-2024,20:34:04
Paid traffic violation fine online,Financial & Legal,FQ7YTRX61PL,29-08-2024,08:02:38
Bought silver bars from MMTC-PAMP,Financial & Legal,G5PLMZ92WP,07-09-2024,22:17:19
Paid inheritance tax processing fee,Financial & Legal,HQ9YTRX72PL,02-05-2024,07:21:38
Paid government legal translation charges,Financial & Legal,I7PLMZ61XL,25-09-2024,09:48:39
Paid company incorporation fees (MCA),Financial & Legal,JQ6YTRX91WL,13-10-2024,05:41:08
Paid loan foreclosure charges,Financial & Legal,K9PLMZ82XL,27-05-2024,20:25:40
Paid professional tax for employees,Financial & Legal,LQ7YTRX71PL,29-01-2025,20:05:24
Paid dividend tax for company shares,Financial & Legal,M5PLMZ91WP,19-11-2024,16:36:58
Paid court fine for civil case settlement,Financial & Legal,NQ9YTRX82WL,15-07-2024,13:52:08
Paid escrow service charges for property deal,Financial & Legal,O7PLMZ71XL,20-11-2024,20:06:34
Paid insurance claim service charges,Financial & Legal,PQ6YTRX92WP,09-04-2024,01:47:54
Paid ATM withdrawal charges (HDFC),Financial & Legal,Q9PLMZ82WL,16-02-2024,00:24:02
Paid CA consultancy fees for auditing,Financial & Legal,RQ7YTRX61PL,11-09-2024,00:47:43
Paid PAN card reissue charges,Financial & Legal,S5PLMZ92WP,26-01-2025,06:32:42
Paid digital signature certification charges,Financial & Legal,TQ9YTRX72PL,15-04-2024,04:08:45
Paid court summons handling charges,Financial & Legal,U7PLMZ61XL,31-08-2024,11:10:27
Paid SEBI compliance fee for investments,Financial & Legal,VQ6YTRX91WL,29-01-2025,16:35:56
Paid loan insurance processing fee,Financial & Legal,W9PLMZ82XL,23-02-2024,19:58:37
Paid charges for estate succession processing,Financial & Legal,XQ7YTRX71PL,12-08-2024,23:09:08
Paid RTGS charges for business transaction,Financial & Legal,Y5PLMZ91WL,05-08-2024,13:12:56
Paid loan prepayment penalty (SBI),Financial & Legal,ZQ9YTRX82XL,30-03-2024,19:18:17
Paid NSE/BSE trading brokerage fees,Financial & Legal,A7PLMZ71PL,08-01-2025,01:45:55
Paid property tax (BBMP Bengaluru),Financial & Legal,BQ6YTRX92WP,08-07-2024,16:42:23
Paid loan EMI bounce penalty (Axis Bank),Financial & Legal,C9PLMZ82WL,02-11-2024,02:35:44
Paid financial consultancy fees,Financial & Legal,DQ7YTRX61PL,22-08-2024,07:50:26
Paid annual locker fees (ICICI Bank),Financial & Legal,E5PLMZ92WP,25-03-2024,21:32:00
Paid passport renewal fees,Financial & Legal,FQ9YTRX72PL,11-07-2024,05:06:06
Paid e-stamping charges for agreement,Financial & Legal,G7PLMZ61XL,20-04-2024,07:55:12
Paid court notary attestation fees,Financial & Legal,HQ6YTRX91WL,30-05-2024,10:53:27
Paid death certificate registration fees,Financial & Legal,I9PLMZ82XL,24-12-2024,07:55:51
Paid land mutation registration charges,Financial & Legal,JQ7YTRX71PL,09-11-2024,23:36:15
Paid PF withdrawal processing fee,Financial & Legal,K5PLMZ92WP,06-08-2024,16:53:22
Paid company GST return filing charges,Financial & Legal,LQ9YTRX72PL,02-03-2024,03:59:46
Paid share depository charges (NSDL/CDSL),Financial & Legal,M7PLMZ61XL,28-09-2024,00:53:56
Paid business name registration fee (MCA),Financial & Legal,NQ6YTRX91WL,29-11-2024,04:55:03
Paid court settlement charges,Financial & Legal,O9PLMZ82XL,20-01-2025,00:25:38
Paid online fastag recharge for tolls,Financial & Legal,PQ7YTRX71PL,15-10-2024,10:52:29
Paid demat account maintenance charges,Financial & Legal,Q5PLMZ92WP,30-09-2024,06:56:10
Paid SEBI penalty for trade violation,Financial & Legal,RQ9YTRX72PL,29-09-2024,17:08:31
Attended wedding reception at Taj Hotel,Other,M5PLXZ91WL,25-06-2025,19:30:20
Paid pundit for housewarming pooja,Other,NQ9YTX82XL,26-06-2025,07:15:35
Hired photographer for birthday event,Other,O7PLYZ92WP,27-06-2025,14:45:50
Ordered customized cake from Bakingo,Other,PQ6YTX61PL,28-06-2025,11:25:30
Bought lottery ticket from Kerala govt.,Other,Q9PLXZ82XL,29-06-2025,17:50:55
Booked astrology consultation online,Other,RQ7YTX71PL,30-06-2025,10:10:10
Sponsored a childs education via NGO,Other,S5PLYZ92WP,01-07-2025,15:35:45
Donated to temple renovation fund,Other,TQ9YTX72PL,02-07-2025,12:40:25
Attended art exhibition in Mumbai,Other,U7PLXZ61XL,03-07-2025,18:20:30
Paid clubhouse membership renewal fee,Other,VQ6YTX91WL,04-07-2025,09:15:40
Bought exotic plants from nursery,Other,W9PLYZ82XL,05-07-2025,13:55:50
Bought festive decorations for Diwali,Other,XQ7YTX71PL,06-07-2025,16:05:15
Purchased antique coins from collector,Other,Y5PLXZ92WP,07-07-2025,11:30:25
Paid professional resume writing service,Other,ZQ9YTX72PL,08-07-2025,14:25:50
Bought tickets for IPL final match,Other,A7PLXZ61XL,09-07-2025,20:10:30
Hired personal stylist for makeover,Other,BQ6YTX91WL,10-07-2025,10:50:35
Paid visa application processing fee,Other,C9PLYZ82XL,11-07-2025,13:20:10
Bought luxury perfume from Chanel,Other,DQ7YTX71PL,12-07-2025,17:40:20
Paid legal consultant for will drafting,Other,E5PLXZ92WP,13-07-2025,15:25:55
Ordered handmade pottery from Rajasthan,Other,FQ9YTX72PL,14-07-2025,12:55:50
Bought wedding sherwani from Manyavar,Other,G5PLXZ61WL,15-07-2025,10:20:30
Bought Banarasi saree from Varanasi,Other,HQ9YTX82XL,16-07-2025,14:10:45
Purchased Jodhpuri shoes from Rajasthan,Other,I7PLYZ92WP,17-07-2025,16:25:55
Bought silver anklets from a jeweler,Other,JQ6YTX61PL,18-07-2025,11:55:40
Bought Chikankari kurta from Lucknow,Other,K9PLXZ82XL,19-07-2025,18:30:15
Purchased Kolhapuri chappals,Other,LQ7YTX71PL,20-07-2025,12:45:20
Bought Handmade terracotta jewelry,Other,NQ9YTX72PL,22-07-2025,17:35:10
Purchased Khadi cotton shirts,Other,O7PLXZ61XL,23-07-2025,10:55:25
Bought Brass idols for home temple,Other,PQ6YTX91WL,24-07-2025,13:15:40
Purchased Hand-painted Madhubani artwork,Other,Q9PLYZ82XL,25-07-2025,19:20:35
Bought Dhokra tribal metal craft,Other,RQ7YTX71PL,26-07-2025,11:40:50
Bought Spices from Kerala spice market,Other,S5PLXZ92WP,27-07-2025,16:10:55
Bought Custom-tailored suit from Raymonds,Other,W9PLYZ82XL,31-07-2025,13:05:50
Ordered Personalized wooden nameplate,Other,XQ7YTX71PL,01-08-2025,17:50:10
Bought Pashmina shawl from Kashmir,Other,Y5PLXZ92WP,02-08-2025,12:20:25
Purchased Sand art bottle from Puri,Other,ZQ9YTX72PL,03-08-2025,14:45:55
phone,Other,DAMN123456,04-08-2025,14:45:55
jeans,Other,JEANS1234X,05-08-2025,12:20:25
pants,Other,P1A2TS484H,18-08-2025,17:50:10
belt,Other,YAHI123855,19-08-2025,16:25:55
"Shoes(Nike,Puma,Adidas,reebok,asics,under armour)",Other,NAHI123855,20-08-2025,19:30:20
